"No.","Time","Source","Destination","Protocol","Length","Info"
"7970","32.550660","192.168.16.26","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"7971","32.550749","fe80::709b:2977:8afd:eb1","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"7972","32.550834","192.168.16.26","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"7973","32.550935","fe80::709b:2977:8afd:eb1","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"7974","32.552291","192.168.16.26","239.255.255.250","SSDP","547","NOTIFY * HTTP/1.1 "
"7975","32.552311","fe80::709b:2977:8afd:eb1","ff02::c","SSDP","574","NOTIFY * HTTP/1.1 "
"7976","32.552325","192.168.16.26","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7977","32.552330","192.168.16.26","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7978","32.552334","192.168.16.26","192.168.16.255","NBNS","92","Name query NB WORKGROUP<1c>"
"7979","32.553747","192.168.16.26","192.168.16.255","BROWSER","221","Request Announcement SHREE-PC"
"7980","32.553764","192.168.16.26","239.255.255.250","SSDP","563","NOTIFY * HTTP/1.1 "
"7981","32.553770","fe80::709b:2977:8afd:eb1","ff02::c","SSDP","590","NOTIFY * HTTP/1.1 "
"7982","32.553783","192.168.16.26","192.168.16.255","BROWSER","251","Host Announcement SHREE-PC, Workstation, Server, NT Workstation, Potential Browser"
"7983","32.553952","192.168.16.26","192.168.16.255","BROWSER","251","Host Announcement SHREE-PC, Workstation, Server, NT Workstation, Potential Browser"
"7985","32.554018","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"7986","32.554085","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"7987","32.559517","10.10.10.1","10.10.13.224","DNS","413","Standard query response 0x70f2  A 52.52.189.223 A 50.18.200.173"
"7988","32.559556","10.10.10.1","10.10.13.224","DNS","413","Standard query response 0xae12  A 50.18.200.173 A 52.52.189.223"
"7989","32.564237","192.168.16.214","192.168.16.255","BROWSER","243","Local Master Announcement MAYUR, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"7990","32.567563","0.0.0.0","255.255.255.255","DHCP","358","DHCP Discover - Transaction ID 0x1fee90fe"
"8000","32.579190","192.168.16.24","192.168.16.255","BROWSER","243","Host Announcement DESKTOP-RIP407E, Workstation, Server, SQL Server, NT Workstation, Potential Browser"
"8001","32.579230","10.10.12.118","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8002","32.592090","192.168.14.218","192.168.15.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"8009","32.610065","192.168.9.87","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"8011","32.627328","192.168.3.153","192.168.3.255","NBNS","92","Name query NB EDLAB<1b>"
"8012","32.649959","192.168.5.70","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8017","32.703700","10.10.13.168","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8018","32.728073","169.254.216.53","169.254.255.255","NBNS","92","Name query NB UM02.ESET.COM<00>"
"8020","32.753771","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x0435  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"8021","32.755075","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x0435  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"8027","32.777112","192.168.3.153","192.168.3.255","NBNS","92","Name query NB CDN4.RSNCDN.COM<00>"
"8041","32.851285","fe80::8127:21ac:9828:c2e0","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8042","32.851696","10.10.10.10","224.0.0.251","MDNS","87","Standard query 0x0000  PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"8043","32.852737","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8045","32.859082","192.168.15.113","192.168.31.255","NBNS","92","Name query NB YAHOO.COM<00>"
"8047","32.876229","10.10.12.59","10.10.15.255","NBNS","92","Name query NB DSP11<20>"
"8049","32.887730","192.168.18.99","224.0.0.251","MDNS","719","Standard query response 0x0000  PTR Brother DCP-L2540DW series._ipp._tcp.local"
"8060","32.909481","10.10.13.44","224.0.0.251","MDNS","949","Standard query response 0x0000  PTR HP LaserJet Pro MFP M226dw (1432DA)._ipp._tcp.local PTR HP LaserJet Pro MFP M226dw (1432DA)._ipps._tcp.local"
"8061","32.911855","10.10.10.1","10.10.13.224","DNS","411","Standard query response 0x5b6a  CNAME wildcard.fedoraproject.org A 174.141.234.172 A 140.211.169.196 A 152.19.134.198 A 140.211.169.206 A 8.43.85.67 A 152.19.134.142 A 209.132.181.15 A 185.141.165.254 A 209.132.181.16"
"8062","32.912442","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"8075","33.004256","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"8076","33.004279","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WORKGROUP<1b>"
"8077","33.013291","192.168.16.26","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"8078","33.013428","fe80::709b:2977:8afd:eb1","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"8079","33.013511","192.168.16.26","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"8080","33.013639","fe80::709b:2977:8afd:eb1","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"8081","33.014193","192.168.16.26","192.168.16.255","NBNS","92","Name query NB WORKGROUP<1c>"
"8082","33.014232","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8086","33.016002","192.168.16.26","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"8087","33.016032","fe80::709b:2977:8afd:eb1","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"8088","33.016055","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8090","33.024129","192.168.3.117","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x1fee90fe"
"8108","33.074657","fe80::9de0:89cb:6141:1c52","ff02::1:2","DHCPv6","148","Solicit XID: 0x8b0957 CID: 000100011e70bbd8001d7d25bc8f "
"8111","33.088521","192.168.3.153","192.168.3.255","NBNS","92","Name query NB CDNS.GIGYA.COM<00>"
"8122","33.164931","10.10.10.91","10.10.15.255","NBNS","92","Name query NB EDLAB13<20>"
"8124","33.172414","fe80::9ade:d0ff:fefe:1fe3","ff02::1:2","DHCPv6","128","Solicit XID: 0x1011bb CID: 00010001215f405598ded0fe1fe3 "
"8125","33.175647","192.168.7.241","224.0.0.252","LLMNR","75","Standard query 0xbc84  A WIN-JJVQTFUFFR8"
"8126","33.183317","fd05:cc42:1c2::898","ff02::fb","MDNS","107","Standard query 0x0000  PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"8136","33.210021","10.10.13.224","10.10.10.1","DNS","86","Standard query 0xa9b0  A tiles.services.mozilla.com"
"8137","33.210031","10.10.13.224","10.10.10.1","DNS","86","Standard query 0xfa6d  AAAA tiles.services.mozilla.com"
"8138","33.211350","10.10.10.1","10.10.13.224","DNS","180","Standard query response 0xa9b0  CNAME tiles.r53-2.services.mozilla.com A 52.10.50.117 A 35.167.184.4 A 52.38.199.186"
"8139","33.211380","10.10.10.1","10.10.13.224","DNS","132","Standard query response 0xfa6d  CNAME tiles.r53-2.services.mozilla.com"
"8140","33.211386","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"8141","33.211688","10.10.13.224","10.10.10.1","DNS","75","Standard query 0x3b51  A www.gstatic.com"
"8142","33.211700","10.10.13.224","10.10.10.1","DNS","75","Standard query 0xe61e  AAAA www.gstatic.com"
"8143","33.211803","10.10.13.224","10.10.10.1","DNS","75","Standard query 0xc71c  A apis.google.com"
"8144","33.211812","10.10.13.224","10.10.10.1","DNS","75","Standard query 0x1a51  AAAA apis.google.com"
"8145","33.212141","10.10.10.1","10.10.13.224","DNS","91","Standard query response 0x3b51  A 216.58.199.131"
"8146","33.212238","10.10.10.1","10.10.13.224","DNS","103","Standard query response 0xe61e  AAAA 2404:6800:4009:805::2003"
"8147","33.212355","10.10.10.1","10.10.13.224","DNS","122","Standard query response 0xc71c  CNAME plus.l.google.com A 172.217.26.238"
"8149","33.213571","10.10.10.1","10.10.13.224","DNS","134","Standard query response 0x1a51  CNAME plus.l.google.com AAAA 2404:6800:4009:807::200e"
"8150","33.213593","192.168.16.26","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"8151","33.239008","fe80::725a:fff:fe14:32da","ff02::fb","MDNS","984","Standard query response 0x0000  PTR HP LaserJet Pro MFP M226dw (1432DA)._ipp._tcp.local PTR HP LaserJet Pro MFP M226dw (1432DA)._ipps._tcp.local"
"8157","33.250309","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8164","33.280173","192.168.7.241","224.0.0.252","LLMNR","75","Standard query 0xbc84  A WIN-JJVQTFUFFR8"
"8176","33.291594","10.10.13.224","10.10.10.1","DNS","86","Standard query 0x22d1  A ocsp.sca1b.amazontrust.com"
"8177","33.291640","10.10.13.224","10.10.10.1","DNS","86","Standard query 0xdc6d  AAAA ocsp.sca1b.amazontrust.com"
"8178","33.292108","10.10.10.1","10.10.13.224","DNS","86","Standard query response 0xdc6d "
"8184","33.306634","10.10.10.1","10.10.13.224","DNS","527","Standard query response 0x22d1  A 52.222.190.33 A 52.222.190.196 A 52.222.190.105 A 52.222.190.228 A 52.222.190.68 A 52.222.190.37 A 52.222.190.10 A 52.222.190.126"
"8197","33.336018","192.168.20.141","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8200","33.341281","192.168.14.218","192.168.15.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"8206","33.377334","192.168.3.153","192.168.3.255","NBNS","92","Name query NB EDLAB<1b>"
"8213","33.428792","192.168.15.27","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8216","33.453436","192.168.20.141","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8217","33.483185","192.168.7.241","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"8220","33.493840","169.254.216.53","169.254.255.255","NBNS","92","Name query NB UPDATE.ESET.COM<00>"
"8223","33.518353","192.168.3.153","192.168.3.255","NBNS","92","Name query NB CDN4.RSNCDN.COM<00>"
"8256","33.606732","10.10.10.119","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8260","33.611110","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x9f56  A me.me"
"8262","33.611176","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xd75d  AAAA me.me"
"8264","33.611898","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x9f56  A 52.52.189.223 A 50.18.200.173"
"8265","33.612157","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0xd75d "
"8266","33.612657","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x444e  A me.me"
"8267","33.612676","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x6c44  AAAA me.me"
"8269","33.613072","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x444e  A 50.18.200.173 A 52.52.189.223"
"8270","33.613141","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0x6c44 "
"8272","33.613910","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x38cf  A me.me"
"8273","33.613949","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xce8c  AAAA me.me"
"8276","33.614439","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x38cf  A 52.52.189.223 A 50.18.200.173"
"8277","33.614443","10.10.13.224","10.10.10.1","DNS","70","Standard query 0x580f  A pics.me.me"
"8278","33.614454","10.10.13.224","10.10.10.1","DNS","70","Standard query 0x20dd  AAAA pics.me.me"
"8279","33.614509","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0xce8c "
"8281","33.614612","10.10.13.224","10.10.10.1","DNS","70","Standard query 0x32e7  A pics.me.me"
"8284","33.623440","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x764e  A me.me"
"8285","33.623457","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xc356  AAAA me.me"
"8303","33.635428","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x764e  A 50.18.200.173 A 52.52.189.223"
"8304","33.635528","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0xc356 "
"8306","33.635718","192.168.3.243","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"8308","33.638155","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xaf95  A me.me"
"8309","33.638228","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xd805  AAAA me.me"
"8312","33.640363","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0xaf95  A 52.52.189.223 A 50.18.200.173"
"8314","33.640427","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0xd805 "
"8319","33.648797","10.10.10.1","10.10.13.224","DNS","554","Standard query response 0x32e7  CNAME d323g70sdbtopj.cloudfront.net A 52.222.177.226 A 52.222.177.238 A 52.222.177.242 A 52.222.177.250 A 52.222.177.131 A 52.222.177.189 A 52.222.177.193 A 52.222.177.211"
"8325","33.665905","10.10.10.1","10.10.13.224","DNS","534","Standard query response 0x20dd  CNAME d323g70sdbtopj.cloudfront.net AAAA 2600:9000:2098:400:1c:2988:55c0:93a1 AAAA 2600:9000:2098:600:1c:2988:55c0:93a1 AAAA 2600:9000:2098:1e00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:7400:1c:2988:55c0:93a1 AAAA 2600:9000:2098:8800:1c:2988:55c0:93a1 AAAA 2600:9000:2098:9e00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:dc00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:ec00:1c:2988:55c0:93a1"
"8326","33.665969","10.10.10.1","10.10.13.224","DNS","554","Standard query response 0x580f  CNAME d323g70sdbtopj.cloudfront.net A 52.222.177.242 A 52.222.177.250 A 52.222.177.131 A 52.222.177.189 A 52.222.177.193 A 52.222.177.211 A 52.222.177.226 A 52.222.177.238"
"8328","33.666469","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x675e  A me.me"
"8329","33.666524","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x474b  AAAA me.me"
"8330","33.666977","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x675e  A 50.18.200.173 A 52.52.189.223"
"8331","33.667039","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0x474b "
"8335","33.669296","10.10.13.224","10.10.10.1","DNS","70","Standard query 0xf631  A pics.me.me"
"8336","33.669310","10.10.13.224","10.10.10.1","DNS","70","Standard query 0xf923  AAAA pics.me.me"
"8343","33.674759","10.10.10.1","10.10.13.224","DNS","241","Standard query response 0xf631  CNAME d323g70sdbtopj.cloudfront.net A 52.222.177.238 A 52.222.177.226 A 52.222.177.211 A 52.222.177.193 A 52.222.177.189 A 52.222.177.131 A 52.222.177.250 A 52.222.177.242"
"8344","33.674795","10.10.10.1","10.10.13.224","DNS","337","Standard query response 0xf923  CNAME d323g70sdbtopj.cloudfront.net AAAA 2600:9000:2098:ec00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:dc00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:9e00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:8800:1c:2988:55c0:93a1 AAAA 2600:9000:2098:7400:1c:2988:55c0:93a1 AAAA 2600:9000:2098:1e00:1c:2988:55c0:93a1 AAAA 2600:9000:2098:600:1c:2988:55c0:93a1 AAAA 2600:9000:2098:400:1c:2988:55c0:93a1"
"8349","33.680205","192.168.16.214","224.0.0.251","MDNS","583","Standard query response 0x0000  TXT, cache flush PTR _ni-logos._tcp.local PTR Mayur._ni-logos._tcp.local SRV, cache flush 0 0 2343 Mayur.local TXT, cache flush PTR _http._tcp.local PTR MAYUR Web-based Configuration._http._tcp.local SRV, cache flush 0 0 3582 Mayur.local PTR, cache flush Mayur.local PTR, cache flush Mayur.local A, cache flush 192.168.16.214 AAAA, cache flush fe80::193c:fef3:81c1:763f"
"8380","33.713220","192.168.20.5","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8382","33.714676","192.168.20.140","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8394","33.728938","10.10.13.224","10.10.10.1","DNS","65","Standard query 0x4b29  A me.me"
"8395","33.728969","10.10.13.224","10.10.10.1","DNS","65","Standard query 0xaa71  AAAA me.me"
"8396","33.729353","10.10.10.1","10.10.13.224","DNS","97","Standard query response 0x4b29  A 52.52.189.223 A 50.18.200.173"
"8397","33.729419","10.10.10.1","10.10.13.224","DNS","65","Standard query response 0xaa71 "
"8417","33.760808","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WORKGROUP<1b>"
"8457","33.795537","192.168.5.165","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"8461","33.797041","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8463","33.797542","10.10.12.37","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"8464","33.797559","10.10.15.56","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"8465","33.797567","192.168.16.214","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.214"
"8466","33.797607","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8467","33.797675","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8468","33.798944","10.10.14.19","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"8470","33.800363","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"8472","33.800445","192.168.16.214","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.214"
"8475","33.802991","192.168.16.214","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.214"
"8477","33.803074","192.168.16.214","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.214"
"8486","33.810781","192.168.20.5","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8487","33.810796","192.168.16.214","224.0.0.251","MDNS","90","Standard query response 0x0000  A, cache flush 192.168.16.214"
"8490","33.811253","192.168.16.214","224.0.0.251","MDNS","90","Standard query response 0x0000  A, cache flush 192.168.16.214"
"8493","33.820178","192.168.20.140","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8498","33.840328","192.168.3.153","192.168.3.255","NBNS","92","Name query NB CDNS.GIGYA.COM<00>"
"8500","33.850092","192.168.16.214","224.0.0.251","MDNS","90","Standard query response 0x0000  A, cache flush 192.168.16.214"
"8513","33.861392","169.254.194.224","169.254.255.255","UDP","60","Source port: micromuse-lm  Destination port: micromuse-lm"
"8530","33.890549","192.168.16.214","224.0.0.251","MDNS","90","Standard query response 0x0000  A, cache flush 192.168.16.214"
"8534","33.955974","192.168.3.153","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8538","33.989792","192.168.16.157","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8540","33.999289","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"8544","34.041963","fe80::ca1f:66ff:fe05:ae37","ff02::1:2","DHCPv6","124","Solicit XID: 0xbf1650 CID: 000453ae0da36e2255ece18cf64e35c7d6cf "
"8545","34.045104","fe80::b1b6:f015:7402:452e","ff02::1:2","DHCPv6","150","Solicit XID: 0x62494a CID: 000100011ed86388f48e38874154 "
"8548","34.067514","10.10.10.123","10.10.15.255","UDP","63","Source port: 57660  Destination port: 32412"
"8549","34.068056","10.10.10.123","10.10.15.255","UDP","63","Source port: 57659  Destination port: 32414"
"8554","34.120622","10.10.14.110","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8555","34.131111","fe80::193c:fef3:81c1:763f","ff02::1:2","DHCPv6","147","Solicit XID: 0x83e9df CID: 00010001206aa4b0ec8eb5421a27 "
"8556","34.132420","10.10.15.173","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
